,index,review_EN,sentiment,reviewer
1547,3304," Very good carrier. Reliable, honest and fast. Professional and helpful drivers. TOP

",,
1548,3305," Top courier !!!
Fast, cheap and takes good care of its freight! I already know my next choice!

",,
1549,3306," Super !!!
a company you can rely on.

",,
1550,3313,Super,,
1551,3314," This company used to drive machines to work for us was a great company Maybe still have pictures from back then

",,
1552,3315," Business service provider and reliable partner in the field of transport in the broadest sense of the word.

",,
1553,3316," Is to see if they have a job for me.

",,
1554,3317," Always friendly

",,
1555,3318," Good company & top service!

",,
1556,3338,"Their drivers race like madmen, throught tight streets where kids play a lot of the time",,
1557,3339,"Don't work with them. Can't be trusted.
They use people with no work contract.",,
1558,3340," What a ridiculous driver, drives life-threatening tailgating and often drives fast .. But saw that I was not the first with such a review pfff.

",,
1559,3341," A delivery person couldn't find the package in the car and throws the other packages back into the car from a distance, hoping it wasn't breakable.

",,
1560,3342," Just saw one driving, like a maloot.

",,
1561,3346,Global Top-tier Logistics Company,,
1562,3347," In general, the company is not bad, unloading is long and two-sided

",,
1563,3353,"Profesional team ,nice people, unloading very fast ,good job✌️",,
1564,3354," Nice and friendly service. Quickly loaded. There is a toilet.

",,
1565,3355," Nice staff with whom you can make jokes even if you are here for the first time, fast download, the old man on the forklift and the owner of the company people ok!

",,
1566,3356," Always a company I like to come to

",,
1567,3357," quick jelle

",,
1568,3358," Just top

",,
1569,3366,"Great service, thorough company",,
1570,3367," Good company nice people, good explain where to go, unloaded
Up to 30 minutes!

",,
1571,3368," Wonderful transport company, which can still use good drivers.

",,
1572,3369," Good employer

",,
1573,3370," Ringworm, gané place.

",,
1574,3371," I work with them.

",,
1575,3372," No parking place.

",,
1576,3373," Kindness and speed!

",,
1577,3393,Bless,,
1578,3394," The company loads their native cars first, I waited 2:30 for one ramp, when I got to my turn I was told to wait another 10 minutes, it took another 45 minutes, I don't recommend

",,
1579,3395," My best buddy Manfred S. works there and today we went to the family day on the site, the day was great, the food was delicious, both the spare ribs and the warm ham sandwich, the only downside was the chicken satay, which was not to my liking. .. Otherwise great day, nice people...

",,
1580,3396," The most beautiful logistics company in the Netherlands, no stress. The friends in melden are very nice and kind. I thank them for their treatment of us ATO lkw fahrer CEM

",,
1581,3397," ""Great organization, always admired it."" If you don’t know where the office is, then you’ll hardly get there the first time. The registration office is located along the local road. They are not allowed to enter the office, you need to have a phone with you to dial the number indicated on the window of the office. We name the firm, reference, wait. A man comes, picks up the documents, and we wait again. They give a ramp for unloading. Otherwise, everything is standard. There is almost no place to stand near the enterprise, so it is better not to go to the butt. Good luck to all!

",,
1582,3398," Friendly! Good coffee you will be well served! top company

",,
1583,3399," Very fast service and great coffee

",,
1584,3400," Friendly service, fast loading, no room to stay

",,
1585,3401," Very bad PR on website and google about who the clients are. Why is there absolutely nothing displayed for who they drive for as regular clients? Look for example as customer Dorel Helmond.

",,
1586,3402," Entrance here: 51.467929,5.681040
Office up the stairs

",,
1587,3403," Really great place....really friendly staff

",,
1588,3404," Unloading frame on the other hand yes it's lux

",,
1589,3405," The guy who works in the loading and unloading office is real garbage
While the workers who load and unload deserve respect, the bureau does not
I don't recommend it

",,
1590,3406," Good company I worked there until I retired

",,
1591,3407," Great logistics
And a lot of buildings. It took me 45 minutes to find the right warehouse where they will unload me.

",,
1592,3408," From the driver's point of view, I give 5th. Loading at a very fast pace without waiting endlessly for someone to drive up to the ramp. In the office, the documents were ready right after loading.

",,
1593,3409," Being able to use the services of Van den Broek Logistics for a long time on a business level. I have always been well served, friendly staff and reliable service. A very good partner in warehousing and logistics.

",,
1594,3410," For a long time they could not figure out where I need to load.

",,
