,Unnamed: 0.1,Unnamed: 0,name,type_company,lat,lon,city,avg_stars_num,n_reviews_num,encoded_user,local_guide,clean_other_review_num,published_date,today_date,stars_num,review_EN,original_lang,Negative,Neutral,Positive,Roberta_Sentiment
833,833,4455,TOP Logistics BV,Logistics service,51.8529919,4.2893699,Spijkenisse,3.1,133,x#kZV,1,1773,2019-09-27 21:32:38,2022-09-25,5,Top,ENG,8.725270628929138,59.70318913459778,31.57154321670532,Neutral
867,867,3891,Claassen Logistics,Trucking company,51.6045107,4.9893228,Tilburg,4.3,351,gk*3Z,1,507,2021-12-26 21:32:38,2022-09-29,5," Very fast loading

",NOT_ENG,0.7874543778598309,28.0964732170105,71.11607789993286,Positive
874,874,4706,Hartog Logistics B.V.,Trucking company,51.6747728,4.6827396,Hoek,3.9,90,INxZK,0,3,2021-12-26 21:32:38,2022-09-25,4," Fast and efficient loading

",NOT_ENG,0.7400546688586473,32.66061246395111,66.59932136535645,Positive
883,883,553,GVT Transport & Logistics Tilburg,Logistics,51.599276,5.013881,Tilburg,4.0,321,kMaOs,1,25,2021-11-25 21:32:38,2022-09-29,5," Fast

",NOT_ENG,15.31049460172653,59.79956388473511,24.88994151353836,Neutral
884,884,573,GVT Transport & Logistics Tilburg,Logistics,51.599276,5.013881,Tilburg,4.0,321,(w0eR,1,36,2019-09-27 21:32:38,2022-09-29,5," Fast

",NOT_ENG,15.31049460172653,59.79956388473511,24.88994151353836,Neutral
894,894,351,Transport J.A. van Wanrooy BV,Logistics service,51.6663532,4.8335316,Oosterhout,4.4,114,qike0,1,1070,2020-09-27 21:32:38,2022-09-23,5," Smooth and friendly help with loading, loading docks available.

",NOT_ENG,0.3272433299571276,16.64495766162872,83.02780389785767,Positive
896,896,3883,Claassen Logistics,Trucking company,51.6045107,4.9893228,Tilburg,4.3,351,qike0,1,1070,2020-09-27 21:32:38,2022-09-29,5," Smooth and friendly help with loading, loading docks available.

",NOT_ENG,0.3272433299571276,16.64495766162872,83.02780389785767,Positive
901,901,3026,Van Spreuwel Transport,Trucking company,51.4752558,5.4186058,Eindhoven,2.8,384,!5DPi,0,4,2022-09-24 21:32:38,2022-09-30,5," Fast delivery, friendly staff

",NOT_ENG,0.4798207897692919,10.62024310231209,88.89995217323303,Positive
905,905,1428,Newcorp Logistics B.V.,Trucking company,51.8137504,4.5272538,Heinenoord,4.1,143,#ti$3,0,17,2019-09-27 21:32:38,2022-09-25,1,poor logistics (employees deliberately spoil the contents of the package (be careful !!!,ENG,81.89393877983093,16.65081977844238,1.455254945904016,Negative
906,906,1429,Newcorp Logistics B.V.,Trucking company,51.8137504,4.5272538,Heinenoord,4.1,143,TYW#D,1,15,2022-03-27 21:32:38,2022-09-25,1,"Berlin 1940 !  The most racist staff I've ever seen.  especially the receptionist guy, ignoring drivers of other nationalities let go in front of Dutch drivers, arrogant, uneducated and mentally limited ,closes the office when a driver of another nationality arrives ,he refused to take the documents without any explanation.  The worst logistics and the worst employees.  To be avoided! Management must take action .",ENG,96.08125686645508,3.559830412268639,0.3588932799175382,Negative
907,907,1430,Newcorp Logistics B.V.,Trucking company,51.8137504,4.5272538,Heinenoord,4.1,143,xYiLh,1,19,2021-09-27 21:32:38,2022-09-25,5,Nice place. Good people. I must loadet at 16.00 but I arive at 17.00 no problem. At 650 meter hahe Market. Have place when you can do 45min brake pauza,ENG,0.7041469682008028,9.791001677513123,89.50483798980713,Positive
908,908,1431,Newcorp Logistics B.V.,Trucking company,51.8137504,4.5272538,Heinenoord,4.1,143,G%2M6,0,7,2021-09-27 21:32:38,2022-09-25,5,"Fast loading,  fast unload. No long detention times.",ENG,4.366851598024368,59.44479703903198,36.18834614753723,Neutral
909,909,1432,Newcorp Logistics B.V.,Trucking company,51.8137504,4.5272538,Heinenoord,4.1,143,fa@*F,1,566,2021-09-27 21:32:38,2022-09-25,5,"Good tip, just the friendliest people there",ENG,0.378212658688426,4.802648350596428,94.81915235519409,Positive
910,910,1433,Newcorp Logistics B.V.,Trucking company,51.8137504,4.5272538,Heinenoord,4.1,143,G^2xU,0,1,2021-10-28 21:32:38,2022-09-25,5,Good jop,ENG,1.177810411900282,24.81986284255981,74.00232553482056,Positive
911,911,1434,Newcorp Logistics B.V.,Trucking company,51.8137504,4.5272538,Heinenoord,4.1,143,x!024,0,8,2022-02-25 21:32:38,2022-09-25,5,Perfect,ENG,4.541072621941566,30.52262365818024,64.93631601333618,Positive
913,913,475,GVT Transport & Logistics Tilburg,Logistics,51.599276,5.013881,Tilburg,4.0,321,a!eIE,0,18,2020-09-27 21:32:38,2022-09-29,5,Nice,ENG,6.603811681270599,35.44526696205139,57.95091390609741,Positive
914,914,1435,Newcorp Logistics B.V.,Trucking company,51.8137504,4.5272538,Heinenoord,4.1,143,x#kZV,1,1773,2017-09-27 21:32:38,2022-09-25,4,Nice,ENG,6.603811681270599,35.44526696205139,57.95091390609741,Positive
916,916,5627,DNA United Forwarders Ltd.,Freight forwarding service,51.5018037,4.7514188,Breda,4.4,81,cIMLn,1,19,2021-09-27 21:32:38,2022-09-23,5,Nice,ENG,6.603811681270599,35.44526696205139,57.95091390609741,Positive
917,917,336,Transport J.A. van Wanrooy BV,Logistics service,51.6663532,4.8335316,Oosterhout,4.4,114,x0N%),1,51,2021-09-27 21:32:38,2022-09-23,5,Ok,ENG,17.72945523262024,52.64875292778015,29.62177395820618,Neutral
918,918,337,Transport J.A. van Wanrooy BV,Logistics service,51.6663532,4.8335316,Oosterhout,4.4,114,)!CFR,1,49,2021-09-27 21:32:38,2022-09-23,3,Ok,ENG,17.72945523262024,52.64875292778015,29.62177395820618,Neutral
919,919,786,Base Logistics BV,Freight forwarding service,51.6572303,4.5604686,Klundert,4.4,112,#dMcP,1,54,2022-05-28 21:32:38,2022-09-23,5,Ok,ENG,17.72945523262024,52.64875292778015,29.62177395820618,Neutral
924,924,1436,Newcorp Logistics B.V.,Trucking company,51.8137504,4.5272538,Heinenoord,4.1,143,7NlUX,1,270,2021-12-26 21:32:38,2022-09-25,5,Ok,ENG,17.72945523262024,52.64875292778015,29.62177395820618,Neutral
926,926,2185,VDH Cool Logistics BV,Logistics service,51.5031025,4.7521207,Breda,3.9,152,tei&4,1,351,2021-09-27 21:32:38,2022-09-25,4,Ok,ENG,17.72945523262024,52.64875292778015,29.62177395820618,Neutral
928,928,3053,Schavemaker Transport Breda B.V.,Trucking company,51.4985522,4.7465313,Breda,4.3,74,Spt0),1,67,2022-06-27 21:32:38,2022-09-24,5,Ok,ENG,17.72945523262024,52.64875292778015,29.62177395820618,Neutral
929,929,3056,Schavemaker Transport Breda B.V.,Trucking company,51.4985522,4.7465313,Breda,4.3,74,yTzmi,1,21,2019-09-27 21:32:38,2022-09-24,5,Ok,ENG,17.72945523262024,52.64875292778015,29.62177395820618,Neutral
931,931,4239,Nord Cargo BV,Trucking company,51.6637126,4.5599563,Klundert,4.8,69,g3JmR,1,303,2018-09-27 21:32:38,2022-09-24,4,Ok,ENG,17.72945523262024,52.64875292778015,29.62177395820618,Neutral
932,932,4671,Hartog Logistics B.V.,Trucking company,51.6747728,4.6827396,Hoek,3.9,90,e6oPE,0,89,2020-09-27 21:32:38,2022-09-25,4,Ok,ENG,17.72945523262024,52.64875292778015,29.62177395820618,Neutral
934,934,6499,De Graaf Logistics BV,Distribution service,51.6708682,4.8366427,Oosterhout,3.8,168,jJaD),0,3,2019-09-27 21:32:38,2022-09-25,4,Ok,ENG,17.72945523262024,52.64875292778015,29.62177395820618,Neutral
939,939,1437,Newcorp Logistics B.V.,Trucking company,51.8137504,4.5272538,Heinenoord,4.1,143,iq(Do,0,7,2022-08-27 21:32:38,2022-09-25,5," Super nice people especially that young lady with blue hair she is very friendly they were everywhere but her employer can be happy with her.

",NOT_ENG,0.1420652843080461,1.111837569624186,98.74610304832458,Positive
940,940,1438,Newcorp Logistics B.V.,Trucking company,51.8137504,4.5272538,Heinenoord,4.1,143,0Q&dC,1,28,2022-08-27 21:32:38,2022-09-25,4," I was only there with a container,
And it downloads very fast,
Personally ok!

",NOT_ENG,0.6019867490977049,9.23820436000824,90.15980958938599,Positive
941,941,1439,Newcorp Logistics B.V.,Trucking company,51.8137504,4.5272538,Heinenoord,4.1,143,KjKHt,1,9,2022-04-27 21:32:38,2022-09-25,1," Everything is fine, pay attention to the loading, very thin stretch is used, pallet loading is also cool, it's terrible. Apart from that, it was a good place. Staff and driver are friendly.

",NOT_ENG,7.249796390533447,16.6076734662056,76.1425256729126,Positive
942,942,1440,Newcorp Logistics B.V.,Trucking company,51.8137504,4.5272538,Heinenoord,4.1,143,%3$SP,1,76,2022-02-25 21:32:38,2022-09-25,4," Registered at 4.15 pm with in mind unloading tomorrow morning at 8 am.
Unloaded after some consultation!
So great, thanks to the lady with the blue hair!!

",NOT_ENG,0.1959800021722913,2.639905363321304,97.16410636901855,Positive
943,943,1441,Newcorp Logistics B.V.,Trucking company,51.8137504,4.5272538,Heinenoord,4.1,143,VUp$l,0,1,2022-08-27 21:32:38,2022-09-25,4," Nice people and especially the female with purple hair what a winner that is

",NOT_ENG,0.22630225867033,1.772094331681728,98.00159931182861,Positive
944,944,1442,Newcorp Logistics B.V.,Trucking company,51.8137504,4.5272538,Heinenoord,4.1,143,#QoiX,1,89,2021-10-28 21:32:38,2022-09-25,4," Unloading strictly on time, little space for parking. Unloaded quickly, the seal is removed on the ramp. Nearby is a super manufactured goods store with low prices. TIR parking is prohibited in the area.

",NOT_ENG,16.04899317026138,59.87809300422668,24.07292127609253,Neutral
945,945,1443,Newcorp Logistics B.V.,Trucking company,51.8137504,4.5272538,Heinenoord,4.1,143,*bN@%,0,63,2021-10-28 21:32:38,2022-09-25,4," Loading took 2 hours. English-speaking service. The lady in the office is nice. The registration office is located opposite the exit gate. Reference number needed.

",NOT_ENG,1.385391782969236,13.74818831682205,84.86642837524414,Positive
946,946,1444,Newcorp Logistics B.V.,Trucking company,51.8137504,4.5272538,Heinenoord,4.1,143,Bl8tA,1,11,2022-08-27 21:32:38,2022-09-25,2," Very unfriendly help at the counter

",NOT_ENG,95.12544274330139,4.600604623556137,0.2739529591053724,Negative
947,947,1445,Newcorp Logistics B.V.,Trucking company,51.8137504,4.5272538,Heinenoord,4.1,143,zxaiF,0,1,2021-09-27 21:32:38,2022-09-25,5," The woman with the blue hair is super chill and nice. It is the tone that makes the music. And it sounds like music to your ears.

Mrs with the blue hair topper keep it up.

Greetings from the man with the golden teeth
😉

",NOT_ENG,0.1589020830579102,3.897614032030106,95.94348073005676,Positive
948,948,1446,Newcorp Logistics B.V.,Trucking company,51.8137504,4.5272538,Heinenoord,4.1,143,re(A3,0,5,2022-03-27 21:32:38,2022-09-25,5," Helped quickly and well by a lady with blue hair!! See you soon

",NOT_ENG,0.1076914486475289,3.009236045181751,96.88307046890259,Positive
949,949,1447,Newcorp Logistics B.V.,Trucking company,51.8137504,4.5272538,Heinenoord,4.1,143,m3#Mk,1,189,2022-02-25 21:32:38,2022-09-25,5," Friendly service, fast loading, no parking spaces nearby.

",NOT_ENG,1.767515204846859,19.19318586587906,79.03929352760315,Positive
950,950,1448,Newcorp Logistics B.V.,Trucking company,51.8137504,4.5272538,Heinenoord,4.1,143,!pDfv,1,209,2020-09-27 21:32:38,2022-09-25,5," Wonderful company, very friendly staff, enough parking space, convenient ramps, the guys at the office are very positive and kind. Download in minutes, really fast! There is a coffee machine with different types of drinks, costs 0.5 euros

",NOT_ENG,0.1791325281374156,1.168142072856426,98.65272641181946,Positive
951,951,1449,Newcorp Logistics B.V.,Trucking company,51.8137504,4.5272538,Heinenoord,4.1,143,$I$c7,0,2,2021-09-27 21:32:38,2022-09-25,1," A very pushy company. Continue to spam via email under all kinds of other trade names, none of which is registered with the Chamber of Commerce. Worthless and very annoying. Also a drama on the phone. Kindness is hard to find

",NOT_ENG,96.21183276176453,3.487664088606834,0.3004968864843249,Negative
952,952,1450,Newcorp Logistics B.V.,Trucking company,51.8137504,4.5272538,Heinenoord,4.1,143,ooT(V,1,682,2021-09-27 21:32:38,2022-09-25,5," Was way too early 9.35 and time slot 13.00-14.00 but unloaded immediately 12.45 pm, empty and just use the toilet, many companies can take an example top

",NOT_ENG,55.74461817741394,39.10775184631348,5.147626623511314,Negative
953,953,1451,Newcorp Logistics B.V.,Trucking company,51.8137504,4.5272538,Heinenoord,4.1,143,W#OI3,0,6,2021-12-26 21:32:38,2022-09-25,5," Always unloaded quickly, clean toilet, pleasant reception staff

",NOT_ENG,0.8205486461520195,11.89460977911949,87.28485703468323,Positive
954,954,1452,Newcorp Logistics B.V.,Trucking company,51.8137504,4.5272538,Heinenoord,4.1,143,08T@Q,1,74,2021-10-28 21:32:38,2022-09-25,5," Organic food warehouse. A very nice working atmosphere. I recommend this company.

",NOT_ENG,0.1643483294174075,1.308330707252026,98.52731823921204,Positive
955,955,1453,Newcorp Logistics B.V.,Trucking company,51.8137504,4.5272538,Heinenoord,4.1,143,@7rGi,1,264,2020-09-27 21:32:38,2022-09-25,4," Polish service, no parking at night

",NOT_ENG,11.92772537469864,72.87049889564514,15.2017742395401,Neutral
956,956,1454,Newcorp Logistics B.V.,Trucking company,51.8137504,4.5272538,Heinenoord,4.1,143,tT6v3,0,5,2021-09-27 21:32:38,2022-09-25,1," Charge a very long time I stayed 3 hours on the ramp and then they started charging

",NOT_ENG,20.05388587713242,69.81591582298279,10.13019904494286,Neutral
957,957,1455,Newcorp Logistics B.V.,Trucking company,51.8137504,4.5272538,Heinenoord,4.1,143,ihV6f,1,24,2021-09-27 21:32:38,2022-09-25,5," Fast service here!

",NOT_ENG,0.2858415944501758,10.35197600722313,89.36218619346619,Positive
958,958,1456,Newcorp Logistics B.V.,Trucking company,51.8137504,4.5272538,Heinenoord,4.1,143,Ydey^,1,35,2021-10-28 21:32:38,2022-09-25,5," Pieter Pot has recently joined this company on docks 12 and 13

",NOT_ENG,0.8285666815936565,90.93327522277832,8.238150179386139,Neutral
959,959,1457,Newcorp Logistics B.V.,Trucking company,51.8137504,4.5272538,Heinenoord,4.1,143,pV$Ce,1,25,2021-09-27 21:32:38,2022-09-25,5," Fantastic help. Always fun with Stephenie, thanks for your smile

",NOT_ENG,0.1502599101513624,0.9866798296570778,98.86305928230286,Positive
960,960,1458,Newcorp Logistics B.V.,Trucking company,51.8137504,4.5272538,Heinenoord,4.1,143,Qc7AT,1,86,2021-09-27 21:32:38,2022-09-25,2," I've been waiting for three hours to download and you have to wait in the street! ☹️

",NOT_ENG,88.56662511825562,10.17675772309303,1.256624702364206,Negative
961,961,1459,Newcorp Logistics B.V.,Trucking company,51.8137504,4.5272538,Heinenoord,4.1,143,5U2XR,0,12,2022-02-25 21:32:38,2022-09-25,3," I had to wait 3 hours for it to be unloaded.

",NOT_ENG,71.19254469871521,26.52579247951508,2.281654439866543,Negative
962,962,1460,Newcorp Logistics B.V.,Trucking company,51.8137504,4.5272538,Heinenoord,4.1,143,!HD4x,1,13,2020-09-27 21:32:38,2022-09-25,5," No room for pauses. Fast unloading of 25 pallets 30 minutes

",NOT_ENG,11.52145490050316,74.7027575969696,13.77578377723694,Neutral
963,963,1461,Newcorp Logistics B.V.,Trucking company,51.8137504,4.5272538,Heinenoord,4.1,143,y2YSI,1,248,2022-02-25 21:32:38,2022-09-25,5," Perfect company towards the drivers.

",NOT_ENG,0.7601274643093348,11.15477904677391,88.08509707450867,Positive
964,964,1462,Newcorp Logistics B.V.,Trucking company,51.8137504,4.5272538,Heinenoord,4.1,143,f1kUF,0,21,2021-09-27 21:32:38,2022-09-25,4," Unloading is not long. The machine is not giving change ...

",NOT_ENG,43.30330193042755,48.75912666320801,7.93757289648056,Neutral
965,965,1463,Newcorp Logistics B.V.,Trucking company,51.8137504,4.5272538,Heinenoord,4.1,143,j3oei,1,38,2020-09-27 21:32:38,2022-09-25,4," A very neat and clean company. As an employee You have the space here to organize your work in a fun way. The Warehouse manager, Nico, is an ambitious man who handles the staff very well.

",NOT_ENG,0.1886508660390973,2.111899107694626,97.69945740699768,Positive
966,966,1464,Newcorp Logistics B.V.,Trucking company,51.8137504,4.5272538,Heinenoord,4.1,143,MAq*n,0,62,2019-09-27 21:32:38,2022-09-25,1," Not very 'customer' friendly, work is progressing very slowly. Not the best company out to load / unload a shipment.

",NOT_ENG,92.13572144508362,7.010460644960403,0.8538241498172283,Negative
967,967,1465,Newcorp Logistics B.V.,Trucking company,51.8137504,4.5272538,Heinenoord,4.1,143,5BHev,1,155,2022-03-27 21:32:38,2022-09-25,4," Friendly people who work there .

",NOT_ENG,1.947960816323757,27.71886885166168,70.33316493034363,Positive
968,968,1466,Newcorp Logistics B.V.,Trucking company,51.8137504,4.5272538,Heinenoord,4.1,143,V5nhC,1,199,2021-09-27 21:32:38,2022-09-25,4," Fast unloading and waiting time. WC in the registration room.

",NOT_ENG,32.17281699180603,61.03690266609192,6.790275871753693,Neutral
969,969,1467,Newcorp Logistics B.V.,Trucking company,51.8137504,4.5272538,Heinenoord,4.1,143,1eJG&,0,13,2019-09-27 21:32:38,2022-09-25,4," It does not load without reference in the rest only 3 maximum 4 parking spaces

",NOT_ENG,54.3664813041687,42.57395565509796,3.059558197855949,Negative
970,970,1468,Newcorp Logistics B.V.,Trucking company,51.8137504,4.5272538,Heinenoord,4.1,143,0bycc,1,68,2020-09-27 21:32:38,2022-09-25,3," Everything is very slow. 1h 20min waiting for the ramp, 26 flight unloaded 2h 05min

",NOT_ENG,77.03221440315247,21.2671086192131,1.700676046311855,Negative
971,971,1469,Newcorp Logistics B.V.,Trucking company,51.8137504,4.5272538,Heinenoord,4.1,143,FToOT,1,109,2021-09-27 21:32:38,2022-09-25,5," Very helpful and nice staff

",NOT_ENG,0.247115665115416,2.344518341124058,97.40837216377258,Positive
972,972,1470,Newcorp Logistics B.V.,Trucking company,51.8137504,4.5272538,Heinenoord,4.1,143,q7z1*,1,190,2021-09-27 21:32:38,2022-09-25,5," Helped very quickly. Super grumpy at the reception

",NOT_ENG,9.76535752415657,35.66446304321289,54.57017421722412,Positive
973,973,1471,Newcorp Logistics B.V.,Trucking company,51.8137504,4.5272538,Heinenoord,4.1,143,HNcNi,0,1,2022-09-20 21:32:38,2022-09-25,5," OK

",NOT_ENG,19.50448602437973,49.4495689868927,31.04595839977264,Neutral
974,974,1486,Newcorp Logistics B.V.,Trucking company,51.8137504,4.5272538,Heinenoord,4.1,143,*@P7#,0,562,2020-09-27 21:32:38,2022-09-25,5," OK

",NOT_ENG,19.50448602437973,49.4495689868927,31.04595839977264,Neutral
975,975,1472,Newcorp Logistics B.V.,Trucking company,51.8137504,4.5272538,Heinenoord,4.1,143,n*c67,1,61,2021-09-27 21:32:38,2022-09-25,1," Like any large logistics warehouse (lost time in no where)

",NOT_ENG,51.15483999252319,45.57493329048157,3.27022559940815,Negative
976,976,1473,Newcorp Logistics B.V.,Trucking company,51.8137504,4.5272538,Heinenoord,4.1,143,3%C38,0,5,2021-09-27 21:32:38,2022-09-25,1," Poor organization

",NOT_ENG,88.72538805007935,10.44723466038704,0.8273695595562458,Negative
977,977,1474,Newcorp Logistics B.V.,Trucking company,51.8137504,4.5272538,Heinenoord,4.1,143,*Hq%O,1,64,2021-09-27 21:32:38,2022-09-25,4," It takes a long time to get the documents

",NOT_ENG,50.91535449028015,46.32340371608734,2.761238440871239,Negative
978,978,1475,Newcorp Logistics B.V.,Trucking company,51.8137504,4.5272538,Heinenoord,4.1,143,8hi42,0,218,2021-09-27 21:32:38,2022-09-25,5,Toppie Joppiee,ENG,3.994319587945938,67.6000714302063,28.40560972690582,Neutral
979,979,1476,Newcorp Logistics B.V.,Trucking company,51.8137504,4.5272538,Heinenoord,4.1,143,yuvhR,0,1,2021-09-27 21:32:38,2022-09-25,1," The firm is a disaster.
Everything is very slow

",NOT_ENG,96.24093174934387,3.442041948437691,0.3170506795868278,Negative
980,980,1477,Newcorp Logistics B.V.,Trucking company,51.8137504,4.5272538,Heinenoord,4.1,143,SkKlb,0,1180,2020-09-27 21:32:38,2022-09-25,4," Okey, there's a toilet and a coffee maker 👍

",NOT_ENG,3.406528383493423,52.69041061401367,43.90305578708649,Neutral
981,981,1478,Newcorp Logistics B.V.,Trucking company,51.8137504,4.5272538,Heinenoord,4.1,143,AZsb4,0,17,2021-09-27 21:32:38,2022-09-25,1," To have nerves to wait !!!

",NOT_ENG,51.35370492935181,42.98593103885651,5.660364031791687,Negative
982,982,1479,Newcorp Logistics B.V.,Trucking company,51.8137504,4.5272538,Heinenoord,4.1,143,tnXqP,1,177,2021-09-27 21:32:38,2022-09-25,4," Cool service, best regards 👍

",NOT_ENG,0.3078685142099857,3.947800770401955,95.74432969093323,Positive
983,983,1480,Newcorp Logistics B.V.,Trucking company,51.8137504,4.5272538,Heinenoord,4.1,143,z1*TB,0,82,2021-09-27 21:32:38,2022-09-25,5," Excellent

",NOT_ENG,1.964430324733257,20.12194842100143,77.9136061668396,Positive
